NumThread 	 DataSize 	 ExeTime 
 1 	 10000000 	 1.903955e+00 
 2 	 10000000 	 1.096507e+00 
 4 	 10000000 	 6.585597e-01 
 8 	 10000000 	 4.154691e-01 
 12 	 10000000 	 3.267475e-01 
 16 	 10000000 	 2.976329e-01 
 24 	 10000000 	 2.685614e-01 
 32 	 10000000 	 2.899766e-01 
 48 	 10000000 	 2.895208e-01 
 
