NumThread 	 DataSize 	 ExeTime 
 1 	 10000000 	 1.973712e+00 
 2 	 10000000 	 1.116554e+00 
 4 	 10000000 	 6.304501e-01 
 8 	 10000000 	 3.985869e-01 
 12 	 10000000 	 3.092110e-01 
 16 	 10000000 	 2.813263e-01 
 24 	 10000000 	 2.463379e-01 
 32 	 10000000 	 2.638075e-01 
 48 	 10000000 	 2.594886e-01 
 
