NumThread 	 DataSize 	 ExeTime 
 1 	 10000000 	 1.900587e+00 
 2 	 10000000 	 1.095006e+00 
 4 	 10000000 	 6.674561e-01 
 8 	 10000000 	 4.393523e-01 
 12 	 10000000 	 3.753694e-01 
 16 	 10000000 	 3.294468e-01 
 24 	 10000000 	 3.464160e-01 
 32 	 10000000 	 4.456906e-01 
 48 	 10000000 	 3.730843e-01 
 
