1 	 20000000 	 5.205708e+00 
 2 	 20000000 	 2.928325e+00 
 4 	 20000000 	 1.860326e+00 
 7 	 20000000 	 1.231929e+00 
 8 	 20000000 	 1.067986e+00 
 14 	 20000000 	 7.322813e-01 
 16 	 20000000 	 6.498794e-01 
 28 	 20000000 	 5.274966e-01 
 32 	 20000000 	 5.579273e-01 
 56 	 20000000 	 5.273641e-01 
