NumThread 	 DataSize 	 ExeTime 
 1 	 10000000 	 1.892189e+00 
 2 	 10000000 	 1.105134e+00 
 4 	 10000000 	 7.213106e-01 
 8 	 10000000 	 6.568167e-01 
 12 	 10000000 	 6.619006e-01 
 16 	 10000000 	 6.759775e-01 
 24 	 10000000 	 7.588948e-01 
 32 	 10000000 	 1.029352e+00 
 48 	 10000000 	 9.129715e-01 
 
