NumThread 	 DataSize 	 ExeTime 
 1 	 10000000 	 1.873401e+00 
 2 	 10000000 	 1.346963e+00 
 4 	 10000000 	 8.021881e-01 
 8 	 10000000 	 8.315874e-01 
 12 	 10000000 	 8.411895e-01 
 16 	 10000000 	 8.693143e-01 
 24 	 10000000 	 1.167795e+00 
 32 	 10000000 	 1.259215e+00 
 48 	 10000000 	 1.119940e+00 
 
