NumThread 	 DataSize 	 ExeTime 
 1 	 10000000 	 1.888739e+00 
 2 	 10000000 	 1.111499e+00 
 4 	 10000000 	 7.653011e-01 
 8 	 10000000 	 5.513668e-01 
 12 	 10000000 	 4.416655e-01 
 16 	 10000000 	 3.953840e-01 
 24 	 10000000 	 4.708001e-01 
 32 	 10000000 	 5.990585e-01 
 48 	 10000000 	 5.143948e-01 
 
